Data de publicação;Afirmação checada;Organização;Tipo de informação;Tema;Objeto;Formato;Origem;Fonte
09/07/2020;Texto sobre como ninguém deve ser responsabilizado pela pandemia no Brasil, escrito por Mario Sergio Cortella, escritor e professor de filosofia brasileiro.;Agência Lupa;Outros;Cultura;Indefinido;Texto;Redes Sociais;Facebook
10/07/2020;Enquanto todos estavam preocupados com a COVID-19, a Câmara dos Deputados aprovou dois projetos de lei que legalizam o aborto.;Agência Lupa;Outros;Política;Indefinido;Texto, Imagem;Redes Sociais;Facebook
10/07/2020;Edouard Philippe, ex-primeiro ministro da França, está sendo processado porque proibiu a hidroxicloroquina no país.;Agência Lupa;Autoridades;Justiça;Hidroxicloroquina;Texto;Redes Sociais;Facebook
10/07/2020;A cloroquina impede a hospitalização e as mortes por COVID-19.;Estadão Verifica;Curas;Saúde;Cloroquina;Texto;Redes Sociais;Facebook
10/07/2020;A ivermectina, a cloroquina e a nitazoxanida (vendidas no Brasil sob o nome de Annita) impedem a multiplicação do novo coronavírus se tomado no início dos sintomas do Covid-19.;Aos Fatos;Curas;Saúde;Ivermectina, Cloroquina, Nitazoxanida;Vídeo;Redes sociais;Facebook
10/07/2020;É #FAKE que beber vodca ou uísque mate o coronavírus na garganta;Fato ou Fake;;Outros;Cura;Áudio;Whatsapp;
10/07/2020;Adidas está doando máscaras recicláveis para quem compartilhar um link no WhatsApp #boato;Boatos.org;;Outros;Indefinido;Texto;Redes Sociais;Whatsapp
13/07/2020;O tratamento domiciliar à base de ivermectina, cloroquina, azitromicina e vitaminas pode curar a infecção causada pelo novo coronavírus.;Aos Fatos;Curas;Outros;Ivermectina, Cloroquina, Azitromicina;Vídeo;Redes sociais;Facebook
13/07/2020;É #FAKE que coletor usado em teste para coronavírus pode provocar dano cerebral;Fato ou Fake;;Saúde;Teste;Texto;Redes Sociais;
14/07/2020;O uso de ivermectina, azitromicina e aspirina antes da confirmação do diagnóstico de COVID-19 pode curar ou aliviar a infecção.;Aos Fatos;Curas;Saúde;Ivermectina, Azitromicina, Aspirina;Vídeo;Redes sociais;Facebook
14/07/2020;O prefeito de Porto Alegre removeu os bancos do Parque Redenção como medida contra pessoas que se encontravam no local.;Agência Lupa;Autoridades;Entretenimento;Indefinido;Texto;Redes sociais;Twitter
14/07/2020;Existe uma receita natural para curar COVID-19: hidroxicloroquina, ivermectina, chá de alho, vitamina D, mel, ervas.;Estadão Verifica;Curas;Outros;Hidroxicloroquina, Ivermectina;Texto;Redes Sociais;Facebook
14/07/2020;Pneumonia mais letal do que a Covid-19 surge no Cazaquistão #boato;Boatos.org;;Saúde;Morte;Texto;Redes Sociais;
15/07/2020;As pessoas doentes com COVID-19, quando trancadas em casa, continuam respirando seus próprios vírus e são reinfectadas.;Agência Lupa;Contágio;Saúde;Contágio;Texto;Redes sociais;Facebook
15/07/2020;O número total de mortes no Brasil diminuiu, em vez de aumentar, quando comparamos 2019 a 2020.;Agência Lupa;Teoria da Conspiração;Outros;Mortes;Vídeo;Redes sociais;Alexandre Garcia, jornalista brasileiro
15/07/2020;Os cotonetes usados nos testes de COVID-19 RT-PCR podem danificar sua barreira hematoencefálica.;Agência Lupa;Outros;Outros;Teste;Texto, Imagem;Redes sociais;Instagram
15/07/2020;Ivermectina ajudou África a controlar pandemia de Covid-19 no continente #boato;Boatos.org;;Outros;Ivermectina;Imagem, Texto;Redes Sociais;
16/07/2020;A vacina de Oxford é resultado de pesquisa da fundação brasileira Fiocruz.;Estadão Verifica;Curas;Ciencia;Vacina;Texto;Redes sociais;Facebook
16/07/2020;Uma pequena cidade no interior do Brasil curou 1.500 pessoas com hidroxicloroquina e a cidade não tem mortes.;Estadão Verifica;Curas;Saúde;Hidroxicloroquina;Texto;Redes sociais;Facebook
16/07/2020;O primeiro-ministro francês e o ministro da saúde foram expulsos do governo após proibir a cloroquina no país.;Aos Fatos;Autoridades;Política;Cloroquina;Texto;Redes sociais;Facebook
16/07/2020;É #FAKE que isolamento social faça contaminados respirarem o próprio vírus, aumentando, assim, a carga viral;Fato ou Fake;;Saúde;Isolamento Social;Texto;Redes Sociais;
16/07/2020;Araras são filmadas na Lagoa Rodrigo de Freitas, no Rio de Janeiro, durante pandemia #boato;Boatos.org;;Meio Ambiente;Indefinido;Vídeo;Redes Sociais;
17/07/2020;Um estudo na Alemanha com 780 pacientes comprovou que a vitamina D é um tratamento eficaz contra a COVID-19.;Agência Lupa;Curas;Ciência;Vitamina D;Texto;Redes sociais;Facebook
17/07/2020;O governador da Bahia, Rui Costa, determinou que todos os comprimidos de hidroxicloroquina fossem confiscados nas farmácias de todo o estado.;Agência Lupa;Autoridades;Política;Hidroxicloroquina;Texto;Redes sociais;Facebook
17/07/2020;Um carro explodiu em Belém, Brasil, porque o motorista limpou a chave com desinfetante para as mãos à base de álcool.;Agência Lupa;Outros;Outros;Álcool;Texto;Redes sociais;Facebook
17/07/2020;Os portadores assintomáticos da COVID-19 transmitem anticorpos para outras pessoas.;Aos Fatos;Curas;Saúde;Contágio;Texto;WhatsApp;WhatsApp
17/07/2020;É #FAKE que produto veterinário creolina cure a Covid-19;Fato ou Fake;;Saúde;Cura;Vídeo;Redes Sociais;Facebook
19/07/2020;“Argentina está fazendo isso” é um vídeo que desliga o telefone em 10 segundos, diz CNN #boato;Boatos.org;;Outros;Indefinido;Vídeo;Redes Sociais;Whatsapp
20/07/2020;Postagem alega que a TV Globo distorceu deliberadamente um gráfico para manipular as estatísticas da COVID-19 em Petrolina. Os gráficos mostrados pela emissora de TV mostram colunas de tamanhos diferentes, representando oito mortes no total em dois dias separados, dando a impressão de que o número de mortes confirmadas aumentou, quando permaneceu estagnado.;Agência Lupa;Outros;Outros;Mortes;Texto, Imagem;Redes sociais;Facebook
20/07/2020;Médicos franceses protestam após descobrirem que a pandemia da COVID-19 é uma fraude.;Estadão Verifica;Teoria da Conspiração;Outros;Indefinido;Vídeo;Redes sociais;Facebook
20/07/2020;A ivermectina teve bons resultados no tratamento com COVID-19 na Bolívia, República Dominicana, Nova Zelândia, Austrália e países africanos.;Aos Fatos;Curas;Saúde;Ivermectina;Vídeo;Redes sociais;Facebook
21/07/2020;O Uruguai deu 55.000 doses de medicamentos para o Brasil combater a COVID-19.;Estadão Verifica;Outros;Saúde;Indefinido;Texto;Redes sociais;Facebook
21/07/2020;A OMS aprovou um remédio caseiro feito com pimenta, suco de gengibre e mel como uma cura para a COVID-19.;Aos Fatos;Curas;Saúde;Indefinido;Texto;WhatsApp;WhatsApp
21/07/2020;"Ziraldo, artista brasileiro, disse que ""graças à cloroquina"", Bolsonaro foi curado da COVID-19 em sete dias.";Agência Lupa;Curas;Saúde;Cloroquina;Texto;Redes Sociais;Facebook
21/07/2020;É #FAKE que alto nível de vitamina D no organismo reduza a quase zero a chance de morte pela Covid;Fato ou Fake;;Saúde;Cura;Texto;Web;
21/07/2020;Governadores e prefeitos escondem respiradores enviados por Bolsonaro em galpões e não mandam para hospitais #boato;Boatos.org;;Política;Respiradores;Vídeo;Redes Sociais;
22/07/2020;Segundo o Registro Civil do Brasil, houve mais mortes em 2019 do que em 2020, considerando apenas o primeiro semestre.;Agência Lupa;Teoria da Conspiração;Outros;Mortes;Texto, Imagem;Redes Sociais;Facebook
22/07/2020;Um jornalista que denunciou políticos no Pará por roubar fundos destinados a combater a COVID-19 foi baleado e morto.;Agência Lupa;Outros;Segurança;Indefinido;Vídeo;Redes Sociais;Facebook
22/07/2020;A primeira pessoa a receber uma vacina chinesa contra COVID-19 em teste no Brasil não foi realmente vacinada. O vídeo foi apenas uma simulação, uma vez que a tampa da injeção ainda estava na agulha.;Agência Lupa;Teoria da Conspiração;Outros;Vacina;Vídeo;Redes Sociais;Facebook
22/07/2020;As vacinas contra COVID-19 baseadas em RNA podem transformar humanos em organismos geneticamente modificados.;Agência Lupa;Teoria da Conspiração;Saúde;Vacina;Vídeo;Redes Sociais;Perfil de Syllas Valadão
22/07/2020;O governo federal brasileiro demitiu 396.000 funcionários públicos que receberam assistência de emergência COVID-19 fraudulenta.;Aos Fatos;Autoridades;Economia;Indefinido;Texto;Redes sociais;Facebook
23/07/2020;Um tuíte de Olavo de Carvalho afirma que três ministros do governo de Macron (França) estavam sendo investigados por causa de erros de regulamentação em relação à cloroquina.;Estadão Verifica;Autoridades;Política;Cloroquina;Texto;Redes sociais;Facebook
23/07/2020;Vídeo mostra que o primeiro voluntário a ser vacinado com CoronaVac, uma vacina produzida pela chinesa Sinovac Biotech, não teve o braço perfurado, o que prova que a droga é uma farsa.;Aos Fatos;Teoria da Conspiração;Outros;Vacinas;Vídeo;Redes sociais;Facebook
23/07/2020;A Organização Mundial da Saúde suspendeu a produção de uma vacina americana para COVID-19 e promoveu a versão chinesa.;Aos Fatos;Autoridades;Saúde;Vacinas;Imagem;Redes sociais;Facebook
23/07/2020;João Doria, governador de São Paulo, tomou a vacina contra COVID-19 que está sendo testada no Brasil sem usar máscara.;Agência Lupa;Autoridades;Política;Máscara;Imagem;Redes sociais;Facebook
23/07/2020;Empresa chinesa que produz vacina contra a Covid-19 vendia vacinas falsas #boato;Boatos.org;;Outros;Vacina;Texto;Redes Sociais;
23/07/2020;Victoria’s Secret e Cirque du Soleil decretaram falência por causa da pandemia da Covid-19 #boato;Boatos.org;;Economia;Indefinido;Texto;Redes Sociais;
24/07/2020;O baixo número de mortes por COVID-19 em Cuba se deve ao uso de hidroxicloroquina no tratamento de pacientes.;Estadão Verifica;Curas;Saúde;Hidroxicloroquina;Texto;Redes sociais;Facebook
24/07/2020;Um estudo randomizado, duplo-cego, do Henry Ford Health System, demonstrou que a hidroxicloroquina é eficaz contra a COVID-19.;Agência Lupa;Curas;Ciência;Hidroxicloroquina;Texto;Redes sociais;Perfil de Jessé Lopes, Deputado Estadual
24/07/2020;Médico Elsimar Coutinho morreu em decorrência da Covid-19 #boato;Boatos.org;;Saúde;Morte;Texto;Redes Sociais;
27/07/2020;Médicos podem perder sua licença profissional por se recusarem a prescrever hidroxicloroquina.;Estadão Verifica;Curas;Outros;Hidroxicloroquina;Texto;Redes sociais;Facebook
27/07/2020;Um voluntário do Coronavac, vacina chinesa contra a COVID-19 sendo testado no Brasil, relatou febres graves em uma matéria publicada pela revista Marie Claire.;Agência Lupa;Curas;Saúde;Vacina;Texto, Imagem;Redes sociais;Facebook
27/07/2020;Há cloroquina e ivermectina nas cascas de limão e laranja.;Agência Lupa;Curas;Outros;Cloroquina, Ivermectina;Vídeo;WhatsApp e Redes Sociais;WhatsApp, Facebook
27/07/2020;É #FAKE que máscaras de tecido sejam ineficazes contra o coronavírus e que apenas trajes cobrindo o corpo todo protejam da Covid-19;Fato ou Fake;;Outros;Máscara;Imagem, Texto;Redes Sociais;
28/07/2020;Foto mostra jovem com o rosto inchado. A legenda alega que ele foi voluntário do Coronavac, uma vacina chinesa contra ao COVID-19 sendo testada no Brasil.;Agência Lupa;Curas;Outros;Vacina;Imagem;Redes sociais;Facebook
28/07/2020;A vacina CoronaVac usa células de fetos abortados.;Aos Fatos;Outros;Outros;Vacina;Texto, Imagem;Redes sociais;Facebook
28/07/2020;É #FAKE que imagem prove que primeira voluntária não recebeu vacina contra a Covid-19 em SP;Fato ou Fake;;Saúde;Vacina;Viídeo;Redes Sociais;
28/07/2020;Maikelly Muhl morre após sofrer acidente de carro e contrair coronavírus #boato;Boatos.org;;Outras;Indefinido;Texto;Redes Sociais;Whatsapp
28/07/2020;Cobaia de Doria relata que passou mal após tomar vacina da China contra Covid-19 #boato;Boatos.org;;Política;Vacina;Texto;Redes Sociais;Facebook
29/07/2020;A hidroxicloroquina trabalha contra a COVID-19, segundo a médica Stella Immanuel.;Agência Lupa;Curas;Outros;Indefinido;Vídeo;Redes Sociais, Meio de Comunicação;Facebook, Site Brasil Sem Medo
29/07/2020;A OMS voltou atrás e agora defende que todas as economias sejam reabertas imediatamente.;Agência Lupa;Autoridades;Economia;Isolamento Social;Texto;Meio de Comunicação;Site da Revista Oeste
29/07/2020;Máscaras de proteção reduzem o nível de oxigênio no sangue.;Aos Fatos;Outros;Outros;Máscaras;Vídeo;Redes sociais;Facebook
29/07/2020;A cloroquina é a cura para a COVID-19 e as máscaras não devem ser usadas.;Aos Fatos;Curas;Outros;Cloroquina, Máscaras;Vídeo;Redes Sociais;Perfil do Presidente dos EUA, Donald Trump
30/07/2020;Ziraldo, cartunista brasileiro, afirmou que todos os prefeitos que decretaram lockdown não serão reeleitos.;Agência Lupa;Outros;Política;Isolamento Social;Texto;Redes sociais;Facebook
30/07/2020;Prefeituras brasileiras recebem R$ 19 mil em financiamento federal por cada morte por COVID-19 registrada.;Aos Fatos;Teoria da Conspiração;Economia;Mortes;Vídeo;Redes Sociais;Perfil no Instagram Brasil de Direita (@brasil.de.direita)
30/07/2020;As vendas de produtos chineses caíram 30% em Santa Catarina por causa de um boicote contra o país onde começou a pandemia da COVID-19.;Estadão Verifica;Teoria da Conspiração;Economia;Indefinido;Texto;Redes sociais;Facebook
30/07/2020;Governo da Argentina bloqueia todas contas bancárias do país #boato;Boatos.org;;Economia;Indefinido;Texto;Facebook;
30/07/2020;Marcelo Biar, do PSOL, liderou campanha “Força Covid” contra Bolsonaro antes de morrer por coronavírus #boato;Boatos.org;;Política;Morte;Texto;Redes Sociais;
31/07/2020;As Lojas Americanas, varejista brasileira, está oferecendo cartões-presente gratuitos para famílias afetadas pela pandemia.;Agência Lupa;Outros;Outros;Indefinido;Vídeo;;Facebook
31/07/2020;Eduardo Leite, governador do Rio Grande do Sul, está tomando hidroxicloroquina e ivermectina contra a COVID-19.;Agência Lupa;Autoridades;Política;Hidroxicloroquina, Ivermectina;Texto, Imagem;Redes sociais;Facebook
31/07/2020;Uma receita de hidroxicloroquina, azitromicina e zinco garante a cura de 99,9% de qualquer paciente com COVID-19.;Agência Lupa;Curas;Outros;Hidroxicloroquina, Azitromicina;Texto;Redes sociais;Facebook
31/07/2020;Estudo da Coréia do Sul considera quarentenas inúteis no combate à COVID-19.;Aos Fatos;Contágio;Ciência;Isolamento Social;Texto;Redes Sociais;Twitter do Deputado Federal Osmar Terra
31/07/2020;"Instituto Butantan foi ""entregue"" à China.";Estadão Verifica;Autoridades;Outros;Indefinido;Vídeo, Texto;Redes sociais;Facebook (Perfil do ex-senador Magno Malta)
31/07/2020;Ivermectina mata Covid-19 em dois dias com dose única #boato;Boatos.org;;Saúde;Cura;Texto;Redes Sociais;
01/08/2020;Covid-19 significa Certificado de Identificação de Vacina com Inteligência Artificial e vacina servirá para monitorar a população #boato;Boatos.org;;Outro;Vacina;Vídeo;Redes Sociais;
02/08/2020;Bill Gates admite em vídeo que a vacina contra COVID-19 muda o DNA das pessoas para sempre.;Estadão Verifica;Teoria da Conspiração;Outros;Vacina;Vídeo;Redes sociais;Facebook
02/08/2020;Médicos por la Verdad falam a verdade ao relatar que a pandemia da Covid-19 é uma farsa, vacina da gripe e 5G causam a doença, que testes, isolamento e máscaras fazem mal e que a cloroquina é a cura #boato;Boatos.org;;Saúde;Vacina;Vídeo;Redes Sociais;
03/08/2020;Foto mostra protesto contra medidas de combate à COVID-19 em Berlim.;Aos Fatos;Outros;Outros;Indefinido;Imagem;Redes Sociais;Facebook
03/08/2020;Vídeo mostra pátio com ambulâncias parada, na Bahia. Narrador diz que as ambulâncias foram doadas por Jair Bolsonaro e abandonadas deliberadamente, por razões políticas, pelo governador Rui Costa;Agência Lupa;Autoridades;Política;Indefinido;Vídeo;Redes sociais;Facebook
03/08/2020;É #FAKE que dióxido de cloro previne e cura a Covid-19;Fato ou Fake;;Saúde;Cura;Texto;Redes Sociais;
04/08/2020;Vacina contra a Covid-19 vai modificar o DNA das pessoas e nos transformar em seres geneticamente modificados #boato;Boatos.org;;Ciência;Vacina;Vídeo;Redes Sociais;
05/08/2020;É #FAKE mensagem que fala sobre convite da Sociedade Brasileira de Infectologia para treinamento sobre vacina na Suíça;Fato ou Fake;;Ciência;Vacina;Texto;Redes Sociais;
05/08/2020;Hospital Santa Casa de Cuiabá distribui cápsulas de ivermectina vazias #boato;Boatos.org;;Saúde;Ivermectina;Vídeo;Redes Sociais;
06/08/2020;Países africanos mantém a pandemia sob controle distribuindo milhares de doses de ivermectina para a população;Agência Lupa;Curas;Outros;Ivermectina;Vídeo;Redes sociais;Facebook
06/08/2020;As vacinas contra COVID-19 de fabricação chinesa têm microchips que permitem o rastreamento 5G.;Aos Fatos;Teoria da Conspiração;Tecnologia;Vacina;Texto, Imagem;Redes sociais;Facebook
06/08/2020;O ex-presidente do Brasil, Luís Inácio Lula da Silva, foi diagnosticado com COVID-19.;Aos Fatos;Autoridades;Política;Indefinido;Texto;Redes sociais;Facebook
07/08/2020;Alexandre Kalil, prefeito de Belo Horizonte, foi almoçar em Nova Lima porque os restaurantes da cidade estão fechados. Lá, foi abordado por eleitores;Agência Lupa;Autoridades;Política;Indefinido;Vídeo;Redes sociais;Facebook
07/08/2020;Nenhum morador de São Paulo morreu de COVID-19 nos dias 4 e 5 de agosto;Agência Lupa;Situação de um país;Outros;Mortes;Texto;Redes sociais;Stephen Kanitz (jornalista)
07/08/2020;Foto mostra hidroxicloroquina sendo vendida em trens públicos do Rio de Janeiro.;Estadão Verifica;Outros;Transporte;Hidroxicloroquina;Imagem;Redes sociais;Facebook
07/08/2020;É #FAKE que Senegal usa cloroquina desde o primeiro caso e tem apenas cinco mortes por Covid-19;Fato ou Fake;;Saúde;Cloroquina;Texto;Redes Sociais;
07/08/2020;Aplicação de ozônio (ozonioterapia) é a cura para a Covid-19 (coronavírus) #boato;Boatos.org;;Saúde;Cura;Texto;Redes Sociais;
10/08/2020;"60 mil empresas fecharam na Argentina; empresas ajudadas pelo governo serão estatizadas";Agência Lupa;Situação de um país;Economia;Indefinido;Texto;Redes sociais;WhatsApp
10/08/2020;As prefeituras de Porto Alegre, Santo Antônio da Platina e Campo Grande recomendam que pacientes com coronavírus coloquem uma fita vermelha no lixo doméstico, para diferenciá-los do resto;Agência Lupa;Medidas;Outros;Contágio;Imagem, Texto;Redes sociais;Facebook
10/08/2020;Mortes por pneumonia e insuficiência respiratória passaram a ser registradas como Covid-19 no Portal da Transparência do Registro Civil;Agência Lupa;Autoridades;Saúde;Mortes;Texto;Redes sociais;Twitter
10/08/2020;As compras da China diminuíram 78% no Brasil por causa de um boicote contra o país onde a pandemia da COVID-19 começou.;Estadão Verifica;Teoria da Conspiração;Economia;Indefinido;Texto;Redes sociais;Facebook
10/08/2020;Tratamento com azitromicina, ivermectina, Annita e vitamina C sem ida ao hospital é o recomendado contra Covid-19 #boato;Boatos.org;;Saúde;Azitromicina, Ivermectina;Texto;Redes Sociais;
10/08/2020;OMS e China vão criar passaporte de imunidade para Covid-19 com certificado digital na mão das pessoas #boato;Boatos.org;;Saúde;Cura;Texto;Redes Sociais;
11/08/2020;A cidade de Porto Feliz, em São Paulo, estabeleceu protocolo com hidroxicloroquina e não registrou mortes por Covid-19;Agência Lupa;Curas;Saúde;Hidroxicloroquina, Mortes;Texto;Redes sociais;Twitter
12/08/2020;Vídeo mostra que funcionários da Globo comemoraram aniversário da jornalista Renata Vasconcelos sem usar máscaras e respeitar regras de isolamento social7;Agência Lupa;Outros;Outros;Máscaras, Isolamento Social;Vídeo;Redes sociais;Facebook
12/08/2020;Governadores publicaram decretos que exigem que todas as mortes ocorridas em hospitais públicos sejam registradas como Covid-19;Agência Lupa;Autoridades;Política;Mortes;Texto;Redes sociais;Facebook
12/08/2020;Camila Pitanga fingiu ter malaria para poder usar cloroquina sem ser questionada;Agência Lupa;Outros;Saúde;Cloroquina;Texto;Redes sociais;Facebook
12/08/2020;Dados do Registro Civil Brasileiro mostram que mortes por COVID-19 no país não ultrapassam 25 mil.;Aos Fatos;Outros;Outros;Mortes;Texto;Redes sociais;Facebook
12/08/2020;A Prefeitura de Pelotas (RS) utilizou sirenes para marcar o início do lockdown na cidade.;Aos Fatos;Outros;Outros;Isolamento Social;Vídeo;Redes sociais;Facebook, Twitter
12/08/2020;É #FAKE que foto mostre Doria recebendo vacina chinesa contra a Covid-19;Fato ou Fake;;Política;Vacina;Imagem;Redes Sociais;Twitter
12/08/2020;Sarah Gilbert selecionou três filhos entre as cinco primeiras pessoas a testarem vacina de Oxford e a prometeu para setembro #boato;Boatos.org;;Ciência;Vacina;Texto;Facebook;
13/08/2020;Prefeitos brasileiros estão distribuindo cápsulas vazias de cloroquina para provar falsamente que o medicamento não é eficaz contra a COVID-19.;Estadão Verifica;Teoria da Conspiração;Política;Cloroquina;Vídeo;Redes sociais;Facebook
13/08/2020;João Doria, governador de São Paulo, pegou coronavírus mesmo tomando vacina e ficando em isolamento;Agência Lupa;Autoridades;Política;Vacina, Isolamento Social;Texto;Redes sociais;Facebook, Twitter (Perfil de Carmelo Neto (Republicanos), pré-candidato a vereador em Fortaleza)
13/08/2020;"Depoimento em vídeo de médico que afirma que um estudo duplo-cego randomizado, do Centro Médico Henry Ford, comprovou que hidroxicloroquina é eficaz contra Covid-19; ele diz, ainda, que mudanças no protocolo da hidroxicloroquina foram feitas com base em pesquisa removida do The Lancet";Agência Lupa;Curas;Ciência;Hidroxicloroquina;Vídeo;Redes sociais;Facebook
13/08/2020;O mês de julho de 2020 tem menos mortes do que julho de 2019, apesar da pandemia.;Estadão Verifica;Outros;Outros;Mortes;Texto;Redes sociais;Facebook
13/08/2020;Beber água a cada 15 minutos é eficaz na prevenção da Covid-19.;Aos Fatos;Curas;Outros;Indefinido;Texto;Redes sociais;Facebook
13/08/2020;É #FAKE que todos os atestados de óbitos de pacientes do SUS afirmem que causa mortis foi a Covid-19;Fato ou Fake;;Saúde;Mortes;Texto;Redes Sociais;
13/08/2020;STF impediu Bolsonaro de combater a pandemia da Covid-19 no Brasil #boato;Boatos.org;;Política;Contágio;Texto;Redes Sociais;
13/08/2020;Governador e secretário de Saúde da Bahia liberam uso da cloroquina após 100 mil mortes por Covid-19 #boato;Boatos.org;;Política;Cloroquina;Vídeo;Redes Sociais;
13/08/2020;Doria tomou a vacina chinesa contra a Covid-19 e, mesmo assim, foi infectado #boato;Boatos.org;;Política;Contágio;Imagem, Texto;Redes Sociais;
14/08/2020;"Bioterroristas hackearam um painel de trânsito para inserir a frase ""Acabem com o lockdown. A pandemia é uma farsa""";Agência Lupa;Outros;Segurança;Isolamento Social;Imagem;Redes sociais;Facebook
14/08/2020;Termômetros infravermelhos podem danificar glândula pineal;Agência Lupa;Prevenção;Saúde;Patologia;Texto;Redes sociais;Facebook
14/08/2020;5 fotos mostram infecção bacteriana causada por máscaras domésticas;Agência Lupa;Prevenção;Saúde;Máscara;Imagem;Redes sociais;Facebook
14/08/2020;Não houve 100.000 mortes por COVID-19 no Brasil. A pandemia é uma fraude.;Estadão Verifica;Teoria da Conspiração;Outros;Mortes;Texto;Redes sociais e WhatsApp;Facebook, WhatsApp
14/08/2020;Luís Ernesto Lacombe escreveu texto “Estamos aprendendo: Covid-19 um vírus muito louco” #boato;Boatos.org;;Outros;Indefinido;Texto;Web;
14/08/2020;China comprou vacina de empresa sueca porque vacina testada em São Paulo não funciona #boato;Boatos.org;;Saúde;Vacina;Texto;Redes Sociais;
15/08/2020;Freira fala a verdade ao denunciar que vacinas são um plano do papa e Bill Gates para exterminar população #boato;Boatos.org;;Religião;Indefinido;Vídeo;Redes Sociais;
17/08/2020;Após boicote, vendas de produtos chineses caíram 70% em Santa Catarina.;Aos Fatos;Outros;Economia;Indefinido;Texto;Redes sociais;Facebook
18/08/2020;Doria afirmou que usa cloroquina no tratamento contra COVID-19;Agência Lupa;Autoridades;Saúde;Cloroquina;Imagem, texto;Redes sociais;Facebook
18/08/2020;Estudo da principal universidade do Brasil atesta a cura da COVID-19 com cloroquina, mas o nome do medicamento foi excluído do título do estudo.;Estadão Verifica;Curas;Ciência;Cloroquina;Texto;Meio de Comunicação;Site Quinina
18/08/2020;É #FAKE que dados de cartórios provem que não houve 100 mil mortes por Covid-19 no Brasil;Fato ou Fake;;Outros;Mortes;Texto;Redes Sociais;
19/08/2020;Médicos sabiam desde 2005 que a cloroquina cura a COVID-19.;Estadão Verifica;Curas;Saúde;Cloroquina;Texto;Redes Sociais;Instagram
19/08/2020;Pesquisa da Universidade de São Paulo comprova que pessoas em isolamento social são mais vulneráveis à COVID-19.;Aos Fatos;Outros;Ciência;Isolamento Social;Texto;Meio de comunicação, Redes sociais;Facebook e site Terra Brasil Notícias
19/08/2020;É #FAKE que foto mostre Doria em cadeira de rodas ao lado de pessoas sem máscara após pegar Covid-19;Fato ou Fake;;Política;Máscara;Imagem;Redes Sociais;
19/08/2020;“Argentina está conseguindo” é um vídeo sobre a Covid-19 que hackeará o seu telefone #boato;Boatos.org;;Outros;Indefinido;Vídeo;Whatsapp;
20/08/2020;Todas as mortes de pessoas infectadas com COVID-19 são registradas como causadas pela doença, mesmo que ela tenha ocorrido por outro motivo;Agência Lupa;Autoridades;Outras;Morte;Texto;Facebook;Facebook
20/08/2020;A OMS, o CDC e todos os países da Europa deixaram de recomendar ou exigir o uso de máscaras;Agência Lupa;Autoridades;Saúde;Máscara;Texto;Cacau Menezes (jornalista);Facebook
20/08/2020;"Estudo comprovou a eficácia da ivermectina no tratamento da COVID-19; o medicamento é administrado pelo governo para tratar pessoas na Austrália e na Etiópia.";Estadão Verifica;Curas;Ciência;Ivermectina;Vídeo;Redes sociais;Facebook Vídeos
20/08/2020;Há fraudes no cadastro de óbitos por COVID-19, segundo tuíte de Arthur Weintraub, assessor especial do presidente Jair Bolsonaro;Estadão Verifica;Teoria da Conspiração;Política;Morte;Texto;Redes Sociais;Perdil no Twitter de Arthur Weintraub, assessor especial de Jair Bolsonaro
20/08/2020;É #FAKE que mistura de vinagre de maçã e alho cure a Covid-19;Fato ou Fake;;Outros;Cura;Vídeo;Redes Sociais;
20/08/2020;CEO da Novartis acaba de falar que hidroxicloroquina mata a Covid-19 e vai doar 130 milhões de doses #boato;Boatos.org;;Saúde;Hidroxicloroquina;Texto;Redes Sociais;
21/08/2020;Tomar vinagre com alho cru cura Covid-19.;Aos Fatos;Curas;Outros;Cura;Vídeo;Redes Sociais;Facebook
21/08/2020;A atriz brasileira Camila Pitanga anunciou que seu teste de malária estava incorreto e que, de fato, ela foi diagnosticada com Covid-19.;Aos Fatos;Outros;Saúde;Teste;Texto;Redes Sociais;Twitter, Facebook
21/08/2020;SARS-CoV-2 vibra na frequência de 5,5 Hz e morre acima de 25,5 Hz.;Estadão Verifica;Curas;Saúde;Indefinido;Texto;Meio de comunicação, WhatsApp;WhatsApp
21/08/2020;Filha de Vladimir Putin morre após tomar vacina russa contra Covid-19 #boato;Boatos.org;;Outros;Mortes;Texto;Redes Sociais;Whatsapp
24/08/2020;Cientista britânico Karl Friston provou que 80% da população é imune ao vírus e que lockdown é inútil;Agência Lupa;Outros;Ciência;Isolamento Social;Texto;Redes sociais;Facebook
24/08/2020;É #FAKE que uso de máscara contra o coronavírus tem sido desencorajado pela OMS e por governos de outros países;Fato ou Fake;;Saúde;Máscara;Texto;Redes Sociais;
24/08/2020;É #FAKE que filha de Putin morreu após tomar dose de vacina russa contra Covid-19;Fato ou Fake;;Política;Vacina;Imagem;Redes Sociais;
24/08/2020;Centro de Epidemiologia de Milão escreve texto comparando tratamento contra Covid-19 em fevereiro e agosto de 2020 #boato;Boatos.org;;Saúde;Indefinido;Texto;Redes Sociais;
24/08/2020;Diretora morreu de Covid-19 por causa de reabertura de escolas no Rio de Janeiro #boato;Boatos.org;;Outros;Mortes;Texto;Redes Sociais;
25/08/2020;Governo da Bahia orienta escolas a enterrarem alimentos enviados pelo governo federal durante pandemia para culpar o presidente Bolsonaro.;Aos Fatos;Autoridades;Política;Indefinido;Vídeo;Redes sociais;Facebook
